time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.2994	-6.62216	4.84343	2.25422	-0.660367	lidar	2.77537	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.4487	-6.43255	4.84343	2.2212	-0.660367	radar	327910	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5289	-6.26214	4.78519	2.16916	-0.699174	lidar	4.50878	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.6597	-6.06284	4.78519	2.1342	-0.699174	radar	337700	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9112	-5.92545	4.81562	2.18818	-0.560092	lidar	3.76538	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0473	-5.72789	4.81562	2.16018	-0.560092	radar	347147	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1989	-5.56186	4.8011	2.1555	-0.52755	lidar	0.422085	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3282	-5.36067	4.8011	2.12912	-0.52755	radar	344645	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4875	-5.15718	4.81956	2.12159	-0.49661	lidar	0.57477	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6105	-4.95102	4.81956	2.09676	-0.49661	radar	333813	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7363	-4.77918	4.79333	2.08802	-0.475935	lidar	0.908199	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8519	-4.57022	4.79333	2.06423	-0.475935	radar	354293	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.947	-4.33407	4.80652	2.02463	-0.498003	lidar	0.274155	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0493	-4.11756	4.80652	1.99973	-0.498003	radar	355659	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1101	-3.8419	4.8391	1.93903	-0.54764	lidar	1.60974	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.1937	-3.61581	4.8391	1.91164	-0.54764	radar	360268	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.1471	-3.326	4.84368	1.79812	-0.676175	lidar	2.31384	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.1975	-3.09002	4.84368	1.76431	-0.676175	radar	367520	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.2149	-2.85229	4.83597	1.71551	-0.700017	lidar	0.150077	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.2455	-2.61332	4.83597	1.68051	-0.700017	radar	363764	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4676	-2.47407	4.79175	1.78077	-0.505735	lidar	8.01824	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5143	-2.23999	4.79175	1.75549	-0.505735	radar	379603	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.6151	-2.04446	4.76709	1.77141	-0.447894	lidar	1.23768	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6598	-1.81122	4.76709	1.74901	-0.447894	radar	383127	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.5952	-1.55558	4.76892	1.66028	-0.546842	lidar	1.36859	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6131	-1.31869	4.76892	1.63294	-0.546842	radar	375158	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6162	-1.09181	4.75806	1.60108	-0.555023	lidar	0.156788	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6201	-0.854808	4.75806	1.57333	-0.555023	radar	380379	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6693	-0.617231	4.76284	1.57804	-0.505843	lidar	0.369217	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.668	-0.379967	4.76284	1.55275	-0.505843	radar	395358	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5655	-0.103304	4.79773	1.46758	-0.590728	lidar	2.48292	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5373	0.134032	4.79773	1.43804	-0.590728	radar	394407	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5555	0.407057	4.83168	1.44349	-0.53336	lidar	1.88166	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5218	0.64537	4.83168	1.41682	-0.53336	radar	392108	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.596	0.918522	4.85725	1.46396	-0.419215	lidar	2.59482	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.5676	1.15883	4.85725	1.44299	-0.419215	radar	370894	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4737	1.39934	4.86473	1.38473	-0.474109	lidar	0.47682	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.426	1.63695	4.86473	1.36102	-0.474109	radar	390326	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3639	1.8581	4.85164	1.33025	-0.486255	lidar	0.233674	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.3035	2.09212	4.85164	1.30594	-0.486255	radar	378430	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2364	2.29898	4.82778	1.27743	-0.495488	lidar	0.716219	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.164	2.52833	4.82778	1.25266	-0.495488	radar	374021	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0795	2.76418	4.83729	1.22551	-0.497829	lidar	0.112677	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9951	2.9899	4.83729	1.20062	-0.497829	radar	367440	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8897	3.24924	4.87479	1.17394	-0.495593	lidar	1.74338	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7931	3.47203	4.87479	1.14916	-0.495593	radar	360858	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6759	3.67831	4.86723	1.11246	-0.514489	lidar	0.119741	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5658	3.89436	4.86723	1.08673	-0.514489	radar	365574	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5634	4.11259	4.82918	1.12589	-0.422362	lidar	3.0099	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.4575	4.32864	4.82918	1.10477	-0.422362	radar	359497	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2134	4.50604	4.85216	0.999378	-0.546003	lidar	2.76519	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0798	4.70755	4.85216	0.972078	-0.546003	radar	352620	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9761	4.91109	4.84101	0.965424	-0.51656	lidar	0.278482	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.8363	5.1076	4.84101	0.939596	-0.51656	radar	346700	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6267	5.29091	4.86605	0.877038	-0.568179	lidar	1.16642	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4691	5.47505	4.86605	0.848629	-0.568179	radar	344224	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2317	5.61876	4.87963	0.769933	-0.641577	lidar	0.994536	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0545	5.78514	4.87963	0.737854	-0.641577	radar	348960	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.8866	5.95086	4.87458	0.714597	-0.62921	lidar	0.0555367	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7007	6.10707	4.87458	0.683137	-0.62921	radar	331250	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.5587	6.28634	4.86202	0.685512	-0.580642	lidar	0.544935	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.369	6.43691	4.86202	0.65648	-0.580642	radar	330943	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.163	6.64958	4.91393	0.655051	-0.530441	lidar	3.76606	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-22.9669	6.79611	4.91393	0.628529	-0.530441	radar	335893	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.7643	6.9703	4.93597	0.617213	-0.504218	lidar	0.715041	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.562	7.11006	4.93597	0.592002	-0.504218	radar	325306	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4088	7.28971	4.92131	0.60807	-0.44416	lidar	0.75222	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.206	7.42751	4.92131	0.585862	-0.44416	radar	314203	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0716	7.63426	4.9053	0.625396	-0.353174	lidar	1.42408	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8722	7.77555	4.9053	0.607737	-0.353174	radar	302264	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6677	7.91976	4.91111	0.592478	-0.349024	lidar	0.0451375	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4635	8.05459	4.91111	0.575027	-0.349024	radar	314178	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.1654	8.03515	4.90596	0.449766	-0.511754	lidar	3.79858	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-20.9439	8.13856	4.90596	0.424178	-0.511754	radar	295978	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8368	8.38004	4.87745	0.5104	-0.346564	lidar	4.75246	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6237	8.4969	4.87745	0.493071	-0.346564	radar	292346	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3693	8.61652	4.91435	0.468047	-0.354593	lidar	1.66307	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1498	8.72502	4.91435	0.450317	-0.354593	radar	298539	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9653	8.85984	4.89615	0.459274	-0.316062	lidar	0.598463	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7458	8.96622	4.89615	0.443471	-0.316062	radar	297966	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5042	9.02422	4.89482	0.397317	-0.361807	lidar	0.293182	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2784	9.11653	4.89482	0.379226	-0.361807	radar	279185	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-18.965	9.15976	4.95325	0.314937	-0.426226	lidar	4.72386	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7295	9.23368	4.95325	0.293626	-0.426226	radar	293431	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.494	9.36465	4.97453	0.308571	-0.369512	lidar	0.979139	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2571	9.43771	4.97453	0.290095	-0.369512	radar	290827	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9872	9.57657	5.02672	0.306793	-0.311355	lidar	3.76926	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7478	9.65033	5.02672	0.291225	-0.311355	radar	274414	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4874	9.77522	5.06189	0.304303	-0.265188	lidar	1.8052	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2463	9.84917	5.06189	0.291044	-0.265188	radar	271916	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9992	10.0076	5.0919	0.327987	-0.187424	lidar	1.9549	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7586	10.0882	5.0919	0.318616	-0.187424	radar	269785	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.5289	10.228	5.09885	0.346765	-0.130473	lidar	0.515582	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2897	10.3136	5.09885	0.340241	-0.130473	radar	262621	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-16.0229	10.3018	5.09619	0.274062	-0.220707	lidar	1.1464	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7781	10.3691	5.09619	0.263026	-0.220707	radar	261973	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.5207	10.3311	5.07899	0.190978	-0.313756	lidar	1.60319	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2718	10.3772	5.07899	0.17529	-0.313756	radar	248023	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-15.0093	10.4366	5.09552	0.167901	-0.300066	lidar	0.362127	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7587	10.4771	5.09552	0.152898	-0.300066	radar	263010	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4714	10.3783	5.10175	0.053923	-0.427081	lidar	2.30183	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.2174	10.3893	5.10175	0.0325689	-0.427081	radar	249150	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.9572	10.6329	5.14277	0.153433	-0.206511	lidar	8.45187	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.7038	10.6707	5.14277	0.143107	-0.206511	radar	243204	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.4266	10.6322	5.15537	0.0872983	-0.274709	lidar	0.850177	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1706	10.6528	5.15537	0.0735629	-0.274709	radar	239600	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.9338	10.8265	5.15348	0.154102	-0.131467	lidar	2.82085	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6799	10.8651	5.15348	0.147528	-0.131467	radar	230562	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.4057	10.7665	5.15826	0.0594531	-0.255208	lidar	2.13181	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.149	10.7802	5.15826	0.0466927	-0.255208	radar	230915	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.9091	10.9113	5.15224	0.106336	-0.145337	lidar	1.7106	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.6537	10.9376	5.15224	0.0990689	-0.145337	radar	222434	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.4079	10.9538	5.14235	0.0874021	-0.152391	lidar	0.130199	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.1526	10.9752	5.14235	0.0797825	-0.152391	radar	229706	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.836	10.8443	5.19014	-0.0196892	-0.290815	lidar	5.34802	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5775	10.8373	5.19014	-0.03423	-0.290815	radar	220826	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3368	10.8499	5.17412	-0.034685	-0.270326	lidar	0.379271	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0792	10.8392	5.17412	-0.0482013	-0.270326	radar	210760	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.82525	10.9529	5.17196	0.0142158	-0.154604	lidar	1.8628	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56755	10.9556	5.17196	0.00648562	-0.154604	radar	220954	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30961	10.9923	5.17238	0.0201861	-0.121879	lidar	0.148473	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05191	10.9967	5.17238	0.0140921	-0.121879	radar	211608	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79361	11.0323	5.17309	0.0273809	-0.0922808	lidar	0.12242	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53591	11.0387	5.17309	0.0227669	-0.0922808	radar	210590	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.33748	10.8676	5.11548	-0.0862752	-0.252704	lidar	7.90693	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.08366	10.8441	5.11548	-0.0989104	-0.252704	radar	192039	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.77406	10.9033	5.16739	-0.0589137	-0.169936	lidar	4.30297	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.51709	10.887	5.16739	-0.0674105	-0.169936	radar	188471	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.2426	10.8452	5.18571	-0.089086	-0.189192	lidar	0.471239	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.98534	10.821	5.18571	-0.0985455	-0.189192	radar	187183	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
